report_id,ts_code,institution,target_fiscal_year,eps_value_exact,eps_definition,net_profit_value_exact,pe_value_exact,conservative_information_date
AP202108271512670106,600741.SH,东吴证券,2023,2.72,原文每股收益，未明确注明基本或摊薄定义,8586,8.06,2021-08-27
AP202108271512696937,688012.SH,东吴证券,2021,1.51,原文每股收益，未明确注明基本或摊薄定义,933,113.62,2021-08-27
AP202108271512696937,688012.SH,东吴证券,2022,1.83,原文每股收益，未明确注明基本或摊薄定义,1129,93.89,2021-08-27
AP202108271512696937,688012.SH,东吴证券,2023,2.20,原文每股收益，未明确注明基本或摊薄定义,1354,78.29,2021-08-27
AP202108271512731110,002812.SZ,东吴证券,2021,2.82,原文每股收益，未明确注明基本或摊薄定义,2512,100.75,2021-08-27
AP202108271512731110,002812.SZ,东吴证券,2022,4.91,原文每股收益，未明确注明基本或摊薄定义,4386,57.71,2021-08-27
AP202108271512731110,002812.SZ,东吴证券,2023,6.81,原文每股收益，未明确注明基本或摊薄定义,6075,41.66,2021-08-27
AP202108271512734203,300316.SZ,东吴证券,2021,1.22,原文每股收益，未明确注明基本或摊薄定义,1569,56.05,2021-08-27
AP202108271512734203,300316.SZ,东吴证券,2022,1.74,原文每股收益，未明确注明基本或摊薄定义,2232,39.40,2021-08-27
AP202108271512734203,300316.SZ,东吴证券,2023,2.40,原文每股收益，未明确注明基本或摊薄定义,3090,28.46,2021-08-27
AP202108271512739730,600010.SH,东吴证券,2021,0.16,原文每股收益，未明确注明基本或摊薄定义,7126,21.17,2021-08-27
AP202108271512739730,600010.SH,东吴证券,2022,0.21,原文每股收益，未明确注明基本或摊薄定义,9682,15.58,2021-08-27
AP202108271512739730,600010.SH,东吴证券,2023,0.19,原文每股收益，未明确注明基本或摊薄定义,8804,17.14,2021-08-27
AP202108281512848524,600809.SH,东吴证券,2021,4.95,原文每股收益，未明确注明基本或摊薄定义,6035,56.81,2021-08-28
AP202108281512848524,600809.SH,东吴证券,2022,6.52,原文每股收益，未明确注明基本或摊薄定义,7950,43.13,2021-08-28
AP202108281512848524,600809.SH,东吴证券,2023,8.33,原文每股收益，未明确注明基本或摊薄定义,10167,33.72,2021-08-28
AP202108281512867226,600104.SH,东吴证券,2021,1.80,原文每股收益，未明确注明基本或摊薄定义,,10.23,2021-08-28
AP202108281512867226,600104.SH,东吴证券,2022,1.98,原文每股收益，未明确注明基本或摊薄定义,,9.27,2021-08-28
AP202108281512867226,600104.SH,东吴证券,2023,2.15,原文每股收益，未明确注明基本或摊薄定义,,8.55,2021-08-28
AP202108281512895728,603833.SH,东吴证券,2021,4.32,原文每股收益，未明确注明基本或摊薄定义,2634,33.12,2021-08-28
AP202108281512895728,603833.SH,东吴证券,2022,5.29,原文每股收益，未明确注明基本或摊薄定义,3224,27.06,2021-08-28
AP202108281512895728,603833.SH,东吴证券,2023,6.29,原文每股收益，未明确注明基本或摊薄定义,3834,22.75,2021-08-28
AP202108281512934553,300782.SZ,东吴证券,2021,6.05,原文每股收益，未明确注明基本或摊薄定义,2018,72.76,2021-08-28
AP202108281512934553,300782.SZ,东吴证券,2022,8.48,原文每股收益，未明确注明基本或摊薄定义,2827,51.94,2021-08-28
AP202108281512934553,300782.SZ,东吴证券,2023,10.83,原文每股收益，未明确注明基本或摊薄定义,3613,40.64,2021-08-28
AP202108281512942949,300014.SZ,东吴证券,2021,1.95,原文每股收益，未明确注明基本或摊薄定义,3680,49.46,2021-08-28
AP202108281512942949,300014.SZ,东吴证券,2022,2.92,原文每股收益，未明确注明基本或摊薄定义,5515,33.01,2021-08-28
AP202108281512942949,300014.SZ,东吴证券,2023,4.08,原文每股收益，未明确注明基本或摊薄定义,7700,23.64,2021-08-28
AP202108281512955370,603899.SH,东吴证券,2021,1.69,原文每股收益，未明确注明基本或摊薄定义,1565,42.59,2021-08-28
AP202108281512955370,603899.SH,东吴证券,2022,2.06,原文每股收益，未明确注明基本或摊薄定义,1909,34.93,2021-08-28
AP202108281512955370,603899.SH,东吴证券,2023,2.48,原文每股收益，未明确注明基本或摊薄定义,2301,28.98,2021-08-28
AP202108281512967055,601633.SH,东吴证券,2021,0.92,原文每股收益，未明确注明基本或摊薄定义,8479,68.34,2021-08-28
AP202108281512967055,601633.SH,东吴证券,2022,1.35,原文每股收益，未明确注明基本或摊薄定义,12386,46.79,2021-08-28
AP202108281512967055,601633.SH,东吴证券,2023,1.74,原文每股收益，未明确注明基本或摊薄定义,16059,36.09,2021-08-28
AP202108291513093139,300919.SZ,东吴证券,2021,1.98,原文每股收益，未明确注明基本或摊薄定义,1129,81.79,2021-08-29
AP202108291513093139,300919.SZ,东吴证券,2022,3.91,原文每股收益，未明确注明基本或摊薄定义,2228,41.44,2021-08-29
AP202108291513093139,300919.SZ,东吴证券,2023,5.87,原文每股收益，未明确注明基本或摊薄定义,3346,27.60,2021-08-29
AP202108291513141380,601877.SH,东吴证券,2021,2.13,原文每股收益，未明确注明基本或摊薄定义,4582,26.89,2021-08-29
AP202108291513141380,601877.SH,东吴证券,2022,2.59,原文每股收益，未明确注明基本或摊薄定义,5573,22.11,2021-08-29
AP202108291513141380,601877.SH,东吴证券,2023,3.14,原文每股收益，未明确注明基本或摊薄定义,6761,18.22,2021-08-29
AP202108291513146146,300015.SZ,东吴证券,2021,0.44,原文每股收益，未明确注明基本或摊薄定义,2358,107.84,2021-08-29
AP202108291513146146,300015.SZ,东吴证券,2022,0.56,原文每股收益，未明确注明基本或摊薄定义,3014,84.38,2021-08-29
AP202108291513146146,300015.SZ,东吴证券,2023,0.73,原文每股收益，未明确注明基本或摊薄定义,3959,64.24,2021-08-29
AP202108291513146552,600600.SH,东吴证券,2021,1.82,原文每股收益，未明确注明基本或摊薄定义,2477,48.45,2021-08-29
AP202108291513146552,600600.SH,东吴证券,2022,2.14,原文每股收益，未明确注明基本或摊薄定义,2922,41.07,2021-08-29
AP202108291513146552,600600.SH,东吴证券,2023,2.40,原文每股收益，未明确注明基本或摊薄定义,3279,36.60,2021-08-29
AP202108291513210802,601633.SH,东吴证券,2021,0.92,原文每股收益，未明确注明基本或摊薄定义,8479,68.34,2021-08-30
AP202108291513210802,601633.SH,东吴证券,2022,1.35,原文每股收益，未明确注明基本或摊薄定义,12386,46.79,2021-08-30
AP202108291513210802,601633.SH,东吴证券,2023,1.74,原文每股收益，未明确注明基本或摊薄定义,16059,36.09,2021-08-30
AP202108301513231061,002304.SZ,东吴证券,2021,5.73,原文每股收益，未明确注明基本或摊薄定义,8632,29.52,2021-08-30
AP202108301513231061,002304.SZ,东吴证券,2022,7.15,原文每股收益，未明确注明基本或摊薄定义,10775,23.65,2021-08-30
AP202108301513231061,002304.SZ,东吴证券,2023,8.85,原文每股收益，未明确注明基本或摊薄定义,13339,19.10,2021-08-30
AP202108301513319702,300750.SZ,东吴证券,2021,4.73,原文每股收益，未明确注明基本或摊薄定义,11013,110.18,2021-08-30
AP202108301513319702,300750.SZ,东吴证券,2022,9.16,原文每股收益，未明确注明基本或摊薄定义,21329,56.89,2021-08-30
AP202108301513319702,300750.SZ,东吴证券,2023,13.74,原文每股收益，未明确注明基本或摊薄定义,32008,37.91,2021-08-30
AP202108301513327208,600031.SH,东吴证券,2021,2.09,原文每股收益，未明确注明基本或摊薄定义,17706,13.09,2021-08-30
AP202108301513327208,600031.SH,东吴证券,2022,2.42,原文每股收益，未明确注明基本或摊薄定义,20518,11.30,2021-08-30
AP202108301513327208,600031.SH,东吴证券,2023,2.59,原文每股收益，未明确注明基本或摊薄定义,22015,10.53,2021-08-30
AP202108301513330625,603338.SH,东吴证券,2021,2.04,原文每股收益，未明确注明基本或摊薄定义,992,34.50,2021-08-30
AP202108301513330625,603338.SH,东吴证券,2022,2.62,原文每股收益，未明确注明基本或摊薄定义,1270,26.94,2021-08-30
AP202108301513330625,603338.SH,东吴证券,2023,3.15,原文每股收益，未明确注明基本或摊薄定义,1530,22.37,2021-08-30
AP202108301513341588,600019.SH,东吴证券,2021,1.44,原文每股收益，未明确注明基本或摊薄定义,32035,6.33,2021-08-30
AP202108301513341588,600019.SH,东吴证券,2022,1.62,原文每股收益，未明确注明基本或摊薄定义,35990,5.63,2021-08-30
AP202108301513341588,600019.SH,东吴证券,2023,1.48,原文每股收益，未明确注明基本或摊薄定义,32986,6.14,2021-08-30
AP202108301513349009,300308.SZ,东吴证券,2021,1.39,原文每股收益，未明确注明基本或摊薄定义,989,26.97,2021-08-30
AP202108301513349009,300308.SZ,东吴证券,2022,1.59,原文每股收益，未明确注明基本或摊薄定义,1133,23.53,2021-08-30
AP202108301513349009,300308.SZ,东吴证券,2023,1.81,原文每股收益，未明确注明基本或摊薄定义,1293,20.63,2021-08-30
AP202108301513349418,300769.SZ,东吴证券,2021,4.40,原文每股收益，未明确注明基本或摊薄定义,393,,2021-08-30
AP202108301513349418,300769.SZ,东吴证券,2022,9.88,原文每股收益，未明确注明基本或摊薄定义,882,,2021-08-30
AP202108301513349418,300769.SZ,东吴证券,2023,14.15,原文每股收益，未明确注明基本或摊薄定义,1263,,2021-08-30
AP202108301513349982,603486.SH,东吴证券,2021,3.13,原文每股收益，未明确注明基本或摊薄定义,1790,56.22,2021-08-30
AP202108301513349982,603486.SH,东吴证券,2022,4.11,原文每股收益，未明确注明基本或摊薄定义,2353,42.77,2021-08-30
AP202108301513349982,603486.SH,东吴证券,2023,5.76,原文每股收益，未明确注明基本或摊薄定义,3294,30.55,2021-08-30
AP202108301513351614,603939.SH,东吴证券,2021,1.40,原文每股收益，未明确注明基本或摊薄定义,1005,35.96,2021-08-30
AP202108301513351614,603939.SH,东吴证券,2022,1.76,原文每股收益，未明确注明基本或摊薄定义,1262,28.66,2021-08-30
AP202108301513351614,603939.SH,东吴证券,2023,2.24,原文每股收益，未明确注明基本或摊薄定义,1610,22.45,2021-08-30
AP202108301513356898,600161.SH,东吴证券,2021,0.57,原文每股收益，未明确注明基本或摊薄定义,,57.66,2021-08-30
AP202108301513356898,600161.SH,东吴证券,2022,0.68,原文每股收益，未明确注明基本或摊薄定义,,48.08,2021-08-30
AP202108301513356898,600161.SH,东吴证券,2023,0.83,原文每股收益，未明确注明基本或摊薄定义,,39.42,2021-08-30
AP202108311513390509,601117.SH,东吴证券,2021,0.91,原文每股收益，未明确注明基本或摊薄定义,4479,14.67,2021-08-31
AP202108311513390509,601117.SH,东吴证券,2022,1.18,原文每股收益，未明确注明基本或摊薄定义,5838,11.26,2021-08-31
AP202108311513390509,601117.SH,东吴证券,2023,1.43,原文每股收益，未明确注明基本或摊薄定义,7043,9.33,2021-08-31
AP202108311513411730,300274.SZ,东吴证券,2021,2.07,原文每股收益，未明确注明基本或摊薄定义,3010,78.58,2021-08-31
AP202108311513411730,300274.SZ,东吴证券,2022,2.68,原文每股收益，未明确注明基本或摊薄定义,3910,60.50,2021-08-31
AP202108311513411730,300274.SZ,东吴证券,2023,3.57,原文每股收益，未明确注明基本或摊薄定义,5205,45.44,2021-08-31
AP202108311513452799,300122.SZ,东吴证券,2021,2.82,原文每股收益，未明确注明基本或摊薄定义,,62.71,2021-08-31
AP202108311513452799,300122.SZ,东吴证券,2022,3.67,原文每股收益，未明确注明基本或摊薄定义,,48.27,2021-08-31
AP202108311513452799,300122.SZ,东吴证券,2023,4.61,原文每股收益，未明确注明基本或摊薄定义,,38.44,2021-08-31
AP202108311513477821,603233.SH,东吴证券,2021,1.54,原文每股收益，未明确注明基本或摊薄定义,1219,28.92,2021-08-31
AP202108311513477821,603233.SH,东吴证券,2022,2.05,原文每股收益，未明确注明基本或摊薄定义,1617,21.80,2021-08-31
AP202108311513477821,603233.SH,东吴证券,2023,2.74,原文每股收益，未明确注明基本或摊薄定义,2165,16.28,2021-08-31
AP202108311513478714,000425.SZ,东吴证券,2021,0.76,原文每股收益，未明确注明基本或摊薄定义,5968,8,2021-08-31
AP202108311513478714,000425.SZ,东吴证券,2022,1.02,原文每股收益，未明确注明基本或摊薄定义,8015,6,2021-08-31
AP202108311513478714,000425.SZ,东吴证券,2023,1.18,原文每股收益，未明确注明基本或摊薄定义,9260,5,2021-08-31
AP202108311513481203,002555.SZ,东吴证券,2021,1.21,原文每股收益，未明确注明基本或摊薄定义,2679,13.44,2021-08-31
AP202108311513481203,002555.SZ,东吴证券,2022,1.47,原文每股收益，未明确注明基本或摊薄定义,3256,11.06,2021-08-31
AP202108311513481203,002555.SZ,东吴证券,2023,1.71,原文每股收益，未明确注明基本或摊薄定义,3801,9.48,2021-08-31
AP202108311513443454,000063.SZ,东吴证券,2021,1.53,原文每股收益，未明确注明基本或摊薄定义,7076,22.44,2021-09-01
AP202108311513443454,000063.SZ,东吴证券,2022,2.04,原文每股收益，未明确注明基本或摊薄定义,9401,16.89,2021-09-01
AP202108311513443454,000063.SZ,东吴证券,2023,2.64,原文每股收益，未明确注明基本或摊薄定义,12169,13.05,2021-09-01
AP202109011513549541,601012.SH,东吴证券,2021,2.15,原文每股收益，未明确注明基本或摊薄定义,11615,45.35,2021-09-01
AP202109011513549541,601012.SH,东吴证券,2022,2.81,原文每股收益，未明确注明基本或摊薄定义,15235,34.57,2021-09-01
AP202109011513549541,601012.SH,东吴证券,2023,3.78,原文每股收益，未明确注明基本或摊薄定义,20442,25.77,2021-09-01
AP202109011513557496,688363.SH,东吴证券,2021,1.77,原文每股收益，未明确注明基本或摊薄定义,850,105,2021-09-01
AP202109011513557496,688363.SH,东吴证券,2022,2.28,原文每股收益，未明确注明基本或摊薄定义,1093,82,2021-09-01
AP202109011513557496,688363.SH,东吴证券,2023,2.89,原文每股收益，未明确注明基本或摊薄定义,1389,64,2021-09-01
AP202109011513557499,300601.SZ,东吴证券,2021,1.43,原文每股收益，未明确注明基本或摊薄定义,,87.59,2021-09-01
AP202109011513557499,300601.SZ,东吴证券,2022,2.90,原文每股收益，未明确注明基本或摊薄定义,,43.25,2021-09-01
AP202109011513557499,300601.SZ,东吴证券,2023,4.27,原文每股收益，未明确注明基本或摊薄定义,,29.42,2021-09-01
AP202109011513579587,300759.SZ,东吴证券,2021,1.81,原文每股收益，未明确注明基本或摊薄定义,1439,107.93,2021-09-01
AP202109011513579587,300759.SZ,东吴证券,2022,2.44,原文每股收益，未明确注明基本或摊薄定义,1937,80.18,2021-09-01
AP202109011513579587,300759.SZ,东吴证券,2023,3.22,原文每股收益，未明确注明基本或摊薄定义,2557,60.74,2021-09-01
AP202109011513590192,000157.SZ,东吴证券,2021,1.03,原文每股收益，未明确注明基本或摊薄定义,8961,7,2021-09-01
AP202109011513590192,000157.SZ,东吴证券,2022,1.33,原文每股收益，未明确注明基本或摊薄定义,11573,6,2021-09-01
AP202109011513590192,000157.SZ,东吴证券,2023,1.47,原文每股收益，未明确注明基本或摊薄定义,12763,5,2021-09-01
AP202109011513633198,002594.SZ,东吴证券,2021,1.87,原文每股收益，未明确注明基本或摊薄定义,5102,148.10,2021-09-01
AP202109011513633198,002594.SZ,东吴证券,2022,2.84,原文每股收益，未明确注明基本或摊薄定义,7747,97.54,2021-09-01
AP202109011513633198,002594.SZ,东吴证券,2023,4.03,原文每股收益，未明确注明基本或摊薄定义,10983,68.80,2021-09-01
AP202109011513647382,601238.SH,东吴证券,2021,0.77,原文每股收益，未明确注明基本或摊薄定义,8005,23.89,2021-09-01
AP202109011513647382,601238.SH,东吴证券,2022,0.97,原文每股收益，未明确注明基本或摊薄定义,10009,19.11,2021-09-01
AP202109011513647382,601238.SH,东吴证券,2023,1.12,原文每股收益，未明确注明基本或摊薄定义,11579,16.52,2021-09-01
AP202109021513757481,000625.SZ,东吴证券,2021,0.60,原文每股收益，未明确注明基本或摊薄定义,4547,35.57,2021-09-02
AP202109021513757481,000625.SZ,东吴证券,2022,0.78,原文每股收益，未明确注明基本或摊薄定义,5946,27.20,2021-09-02
AP202109021513757481,000625.SZ,东吴证券,2023,0.92,原文每股收益，未明确注明基本或摊薄定义,7017,23.05,2021-09-02
AP202109021513757558,000860.SZ,东吴证券,2021,1.31,原文每股收益，未明确注明基本或摊薄定义,971,36.02,2021-09-02
AP202109021513757558,000860.SZ,东吴证券,2022,1.58,原文每股收益，未明确注明基本或摊薄定义,1169,29.92,2021-09-02
AP202109021513757558,000860.SZ,东吴证券,2023,1.94,原文每股收益，未明确注明基本或摊薄定义,1441,24.28,2021-09-02
AP202109021513757761,000858.SZ,东吴证券,2021,6.21,原文每股收益，未明确注明基本或摊薄定义,24119,45.08,2021-09-02
AP202109021513757761,000858.SZ,东吴证券,2022,7.45,原文每股收益，未明确注明基本或摊薄定义,28931,37.58,2021-09-02
AP202109021513757761,000858.SZ,东吴证券,2023,8.90,原文每股收益，未明确注明基本或摊薄定义,34548,31.47,2021-09-02
AP202109021513760090,603288.SH,东吴证券,2021,1.66,原文每股收益，未明确注明基本或摊薄定义,6985,57.28,2021-09-02
AP202109021513760090,603288.SH,东吴证券,2022,1.90,原文每股收益，未明确注明基本或摊薄定义,8003,49.99,2021-09-02
AP202109021513760090,603288.SH,东吴证券,2023,2.19,原文每股收益，未明确注明基本或摊薄定义,9213,43.43,2021-09-02
AP202109021513762763,600887.SH,东吴证券,2021,1.48,原文每股收益，未明确注明基本或摊薄定义,8973,24.52,2021-09-02
AP202109021513762763,600887.SH,东吴证券,2022,1.74,原文每股收益，未明确注明基本或摊薄定义,10604,20.75,2021-09-02
AP202109021513762763,600887.SH,东吴证券,2023,2.03,原文每股收益，未明确注明基本或摊薄定义,12331,17.85,2021-09-02
AP202109021513839392,603517.SH,东吴证券,2021,1.69,原文每股收益，未明确注明基本或摊薄定义,1041,37.16,2021-09-02
AP202109021513839392,603517.SH,东吴证券,2022,2.20,原文每股收益，未明确注明基本或摊薄定义,1348,28.69,2021-09-02
AP202109021513839392,603517.SH,东吴证券,2023,2.73,原文每股收益，未明确注明基本或摊薄定义,1677,23.07,2021-09-02
AP202109031513949660,300661.SZ,东吴证券,2021,2.43,原文每股收益，未明确注明基本或摊薄定义,571,130.13,2021-09-03
AP202109031513949660,300661.SZ,东吴证券,2022,3.20,原文每股收益，未明确注明基本或摊薄定义,752,98.78,2021-09-03
AP202109031513949660,300661.SZ,东吴证券,2023,4.05,原文每股收益，未明确注明基本或摊薄定义,952,78.06,2021-09-03
AP202109031514030066,601888.SH,东吴证券,2021,5.28,原文每股收益，未明确注明基本或摊薄定义,10306,43.2,2021-09-03
AP202109031514030066,601888.SH,东吴证券,2022,7.22,原文每股收益，未明确注明基本或摊薄定义,14095,31.6,2021-09-03
AP202109031514030066,601888.SH,东吴证券,2023,9.56,原文每股收益，未明确注明基本或摊薄定义,18664,23.9,2021-09-03
AP202109041514075847,002371.SZ,东吴证券,2021,1.84,原文每股收益，未明确注明基本或摊薄定义,916,192.99,2021-09-04
AP202109041514075847,002371.SZ,东吴证券,2022,2.57,原文每股收益，未明确注明基本或摊薄定义,1275,138.60,2021-09-04
AP202109041514075847,002371.SZ,东吴证券,2023,3.42,原文每股收益，未明确注明基本或摊薄定义,1698,104.03,2021-09-04
AP202109041514077219,300316.SZ,东吴证券,2021,1.33,原文每股收益，未明确注明基本或摊薄定义,1714,51.29,2021-09-04
AP202109041514077219,300316.SZ,东吴证券,2022,1.94,原文每股收益，未明确注明基本或摊薄定义,2492,35.29,2021-09-04
AP202109041514077219,300316.SZ,东吴证券,2023,2.73,原文每股收益，未明确注明基本或摊薄定义,3506,25.08,2021-09-04
AP202109041514159081,600406.SH,东吴证券,2021,1.06,原文每股收益，未明确注明基本或摊薄定义,5872,30.89,2021-09-04
AP202109041514159081,600406.SH,东吴证券,2022,1.25,原文每股收益，未明确注明基本或摊薄定义,6943,26.13,2021-09-04
AP202109041514159081,600406.SH,东吴证券,2023,1.47,原文每股收益，未明确注明基本或摊薄定义,8168,22.21,2021-09-04
AP202109051514285439,603290.SH,东吴证券,2021,2.11,原文每股收益，未明确注明基本或摊薄定义,338,159.89,2021-09-05
AP202109051514285439,603290.SH,东吴证券,2022,3.05,原文每股收益，未明确注明基本或摊薄定义,488,110.71,2021-09-05
AP202109051514285439,603290.SH,东吴证券,2023,4.29,原文每股收益，未明确注明基本或摊薄定义,686,78.79,2021-09-05
AP202109051514333653,600872.SH,东吴证券,2021,1.00,原文每股收益，未明确注明基本或摊薄定义,793,31.39,2021-09-05
AP202109051514333653,600872.SH,东吴证券,2022,1.30,原文每股收益，未明确注明基本或摊薄定义,1038,23.99,2021-09-05
AP202109051514333653,600872.SH,东吴证券,2023,1.56,原文每股收益，未明确注明基本或摊薄定义,1241,20.07,2021-09-05
AP202109051514369476,601100.SH,东吴证券,2021,2.10,原文每股收益，未明确注明基本或摊薄定义,2745,45,2021-09-05
AP202109051514369476,601100.SH,东吴证券,2022,2.68,原文每股收益，未明确注明基本或摊薄定义,3496,36,2021-09-05
AP202109051514369476,601100.SH,东吴证券,2023,3.48,原文每股收益，未明确注明基本或摊薄定义,4549,27,2021-09-05
AP202109071514774694,002230.SZ,东吴证券,2021,0.82,原文每股收益，未明确注明基本或摊薄定义,1887.91,60.35,2021-09-07
AP202109071514774694,002230.SZ,东吴证券,2022,1.11,原文每股收益，未明确注明基本或摊薄定义,2551.12,44.66,2021-09-07
AP202109071514774694,002230.SZ,东吴证券,2023,1.50,原文每股收益，未明确注明基本或摊薄定义,3450.38,33.02,2021-09-07
AP202109071514802982,600104.SH,东吴证券,2021,1.80,原文每股收益，未明确注明基本或摊薄定义,,11.11,2021-09-07
AP202109071514802982,600104.SH,东吴证券,2022,1.98,原文每股收益，未明确注明基本或摊薄定义,,10.07,2021-09-07
AP202109071514802982,600104.SH,东吴证券,2023,2.15,原文每股收益，未明确注明基本或摊薄定义,,9.28,2021-09-07
AP202109071514828192,002607.SZ,东吴证券,2021,0.33,原文每股收益，未明确注明基本或摊薄定义,2034,33.65,2021-09-07
AP202109071514828192,002607.SZ,东吴证券,2022,0.42,原文每股收益，未明确注明基本或摊薄定义,2587,26.46,2021-09-07
AP202109071514828192,002607.SZ,东吴证券,2023,0.49,原文每股收益，未明确注明基本或摊薄定义,3051,22.44,2021-09-07
AP202109071514845261,000066.SZ,东吴证券,2021,0.42,原文每股收益，未明确注明基本或摊薄定义,1239,34.15,2021-09-08
AP202109071514845261,000066.SZ,东吴证券,2022,0.48,原文每股收益，未明确注明基本或摊薄定义,1409,30.03,2021-09-08
AP202109071514845261,000066.SZ,东吴证券,2023,0.55,原文每股收益，未明确注明基本或摊薄定义,1603,26.40,2021-09-08
AP202109081514989197,600570.SH,东吴证券,2021,1.09,原文每股收益，未明确注明基本或摊薄定义,1598.71,54.28,2021-09-08
AP202109081514989197,600570.SH,东吴证券,2022,1.37,原文每股收益，未明确注明基本或摊薄定义,2003.79,43.30,2021-09-08
AP202109081514989197,600570.SH,东吴证券,2023,1.72,原文每股收益，未明确注明基本或摊薄定义,2513.86,34.52,2021-09-08
AP202109091515137497,601633.SH,东吴证券,2021,0.92,原文每股收益，未明确注明基本或摊薄定义,8479,66.56,2021-09-09
AP202109091515137497,601633.SH,东吴证券,2022,1.35,原文每股收益，未明确注明基本或摊薄定义,12386,45.57,2021-09-09
AP202109091515137497,601633.SH,东吴证券,2023,1.74,原文每股收益，未明确注明基本或摊薄定义,16059,35.15,2021-09-09
AP202109091515193979,000625.SZ,东吴证券,2021,0.60,原文每股收益，未明确注明基本或摊薄定义,4547,33.81,2021-09-09
AP202109091515193979,000625.SZ,东吴证券,2022,0.78,原文每股收益，未明确注明基本或摊薄定义,5946,25.86,2021-09-09
AP202109091515193979,000625.SZ,东吴证券,2023,0.92,原文每股收益，未明确注明基本或摊薄定义,7017,21.91,2021-09-09
AP202109091515263949,600754.SH,东吴证券,2021,0.53,原文每股收益，未明确注明基本或摊薄定义,562,93,2021-09-10
AP202109091515263949,600754.SH,东吴证券,2022,1.49,原文每股收益，未明确注明基本或摊薄定义,1591,33,2021-09-10
AP202109091515263949,600754.SH,东吴证券,2023,1.89,原文每股收益，未明确注明基本或摊薄定义,2023,26,2021-09-10
AP202109101515340188,300144.SZ,东吴证券,2021,0.29,原文每股收益，未明确注明基本或摊薄定义,756,55.34,2021-09-10
AP202109101515340188,300144.SZ,东吴证券,2022,0.54,原文每股收益，未明确注明基本或摊薄定义,1405,29.72,2021-09-10
AP202109101515340188,300144.SZ,东吴证券,2023,0.74,原文每股收益，未明确注明基本或摊薄定义,1932,21.69,2021-09-10
AP202109101515391009,002837.SZ,东吴证券,2021,0.75,原文每股收益，未明确注明基本或摊薄定义,242,37.55,2021-09-10
AP202109101515391009,002837.SZ,东吴证券,2022,1.01,原文每股收益，未明确注明基本或摊薄定义,326,27.94,2021-09-10
AP202109101515391009,002837.SZ,东吴证券,2023,1.26,原文每股收益，未明确注明基本或摊薄定义,406,22.42,2021-09-10
AP202109121515716171,601238.SH,东吴证券,2021,0.77,原文每股收益，未明确注明基本或摊薄定义,8005,24.20,2021-09-12
AP202109121515716171,601238.SH,东吴证券,2022,0.97,原文每股收益，未明确注明基本或摊薄定义,10009,19.36,2021-09-12
AP202109121515716171,601238.SH,东吴证券,2023,1.12,原文每股收益，未明确注明基本或摊薄定义,11579,16.73,2021-09-12
AP202109161516600803,300450.SZ,东吴证券,2021,0.94,原文每股收益，未明确注明基本或摊薄定义,1476,75.50,2021-09-16
AP202109161516600803,300450.SZ,东吴证券,2022,1.50,原文每股收益，未明确注明基本或摊薄定义,2353,47.36,2021-09-16
AP202109161516600803,300450.SZ,东吴证券,2023,2.07,原文每股收益，未明确注明基本或摊薄定义,3236,34.43,2021-09-16
AP202109201517457916,601117.SH,东吴证券,2021,0.74,原文每股收益，未明确注明基本或摊薄定义,4493,16.48,2021-09-21
AP202109201517457916,601117.SH,东吴证券,2022,0.96,原文每股收益，未明确注明基本或摊薄定义,5864,12.63,2021-09-21
AP202109201517457916,601117.SH,东吴证券,2023,1.16,原文每股收益，未明确注明基本或摊薄定义,7066,10.48,2021-09-21
AP202109281519130036,000988.SZ,东吴证券,2021,0.97,原文每股收益，未明确注明基本或摊薄定义,976,29.13,2021-09-28
AP202109281519130036,000988.SZ,东吴证券,2022,1.13,原文每股收益，未明确注明基本或摊薄定义,1139,24.96,2021-09-28
AP202109281519130036,000988.SZ,东吴证券,2023,1.30,原文每股收益，未明确注明基本或摊薄定义,1304,21.80,2021-09-28
AP202109291519246035,601633.SH,东吴证券,2021,0.92,原文每股收益，未明确注明基本或摊薄定义,8479,55.92,2021-09-29
AP202109291519246035,601633.SH,东吴证券,2022,1.35,原文每股收益，未明确注明基本或摊薄定义,12386,38.28,2021-09-29
AP202109291519246035,601633.SH,东吴证券,2023,1.74,原文每股收益，未明确注明基本或摊薄定义,16059,29.52,2021-09-29
AP202109291519260534,603338.SH,东吴证券,2021,2.04,原文每股收益，未明确注明基本或摊薄定义,992,31.45,2021-09-29
AP202109291519260534,603338.SH,东吴证券,2022,2.62,原文每股收益，未明确注明基本或摊薄定义,1270,24.55,2021-09-29
AP202109291519260534,603338.SH,东吴证券,2023,3.15,原文每股收益，未明确注明基本或摊薄定义,1530,20.39,2021-09-29
AP202109291519260535,002920.SZ,东吴证券,2021,1.56,原文每股收益，未明确注明基本或摊薄定义,859,51.31,2021-09-29
AP202109291519260535,002920.SZ,东吴证券,2022,2.06,原文每股收益，未明确注明基本或摊薄定义,1132,38.86,2021-09-29
AP202109291519260535,002920.SZ,东吴证券,2023,2.70,原文每股收益，未明确注明基本或摊薄定义,1486,29.65,2021-09-29
AP202109301519464191,000425.SZ,东吴证券,2021,0.76,原文每股收益，未明确注明基本或摊薄定义,5968,8,2021-09-30
AP202109301519464191,000425.SZ,东吴证券,2022,1.02,原文每股收益，未明确注明基本或摊薄定义,8015,6,2021-09-30
AP202109301519464191,000425.SZ,东吴证券,2023,1.18,原文每股收益，未明确注明基本或摊薄定义,9260,5,2021-09-30
