研报编号,证券代码,公司名称,预测机构,预测目标年度,预测每股收益_原文数值,原文单位,研报落款日,较晚公开日期,原文最新总股本_百万股,原件页码,原文预测行
AP202404251631270473,300059.SZ,东方财富,国信证券,2025,0.60,元/股,2024-04-25,2024-04-25,,1,摊薄每股收益(元) 0.64 0.52 0.56 0.60 0.66
AP202404251631270473,300059.SZ,东方财富,国信证券,2026,0.66,元/股,2024-04-25,2024-04-25,,1,摊薄每股收益(元) 0.64 0.52 0.56 0.60 0.66
AP202404251631271200,600048.SH,保利发展,国信证券,2024,1.03,元/股,2024-04-25,2024-04-25,,1,每股收益(元) 1.53 1.01 1.03 1.22 1.46
AP202404251631271200,600048.SH,保利发展,国信证券,2025,1.22,元/股,2024-04-25,2024-04-25,,1,每股收益(元) 1.53 1.01 1.03 1.22 1.46
AP202404251631271200,600048.SH,保利发展,国信证券,2026,1.46,元/股,2024-04-25,2024-04-25,,1,每股收益(元) 1.53 1.01 1.03 1.22 1.46
AP202404251631276766,000729.SZ,燕京啤酒,国信证券,2024,0.32,元/股,2024-04-25,2024-04-25,,1,每股收益(元) 0.12 0.23 0.32 0.41 0.48
AP202404251631276766,000729.SZ,燕京啤酒,国信证券,2025,0.41,元/股,2024-04-25,2024-04-25,,1,每股收益(元) 0.12 0.23 0.32 0.41 0.48
AP202404251631276766,000729.SZ,燕京啤酒,国信证券,2026,0.48,元/股,2024-04-25,2024-04-25,,1,每股收益(元) 0.12 0.23 0.32 0.41 0.48
AP202404251631288919,300413.SZ,芒果超媒,国信证券,2024,1.05,元/股,2024-04-25,2024-04-25,,1,每股收益(元) 0.98 1.90 1.05 1.17 1.30
AP202404251631288919,300413.SZ,芒果超媒,国信证券,2025,1.17,元/股,2024-04-25,2024-04-25,,1,每股收益(元) 0.98 1.90 1.05 1.17 1.30
AP202404251631288919,300413.SZ,芒果超媒,国信证券,2026,1.30,元/股,2024-04-25,2024-04-25,,1,每股收益(元) 0.98 1.90 1.05 1.17 1.30
AP202404251631297349,600395.SH,盘江股份,国信证券,2024,0.44,元/股,2024-04-25,2024-04-25,,1,每股收益(元) 1.02 0.34 0.44 0.47 0.50
AP202404251631297349,600395.SH,盘江股份,国信证券,2025,0.47,元/股,2024-04-25,2024-04-25,,1,每股收益(元) 1.02 0.34 0.44 0.47 0.50
AP202404251631297349,600395.SH,盘江股份,国信证券,2026,0.50,元/股,2024-04-25,2024-04-25,,1,每股收益(元) 1.02 0.34 0.44 0.47 0.50
AP202404251631311788,600011.SH,华能国际,国信证券,2024,0.83,元/股,2024-04-25,2024-04-25,,1,每股收益(元) -0.47 0.54 0.83 0.91 0.99
AP202404251631311788,600011.SH,华能国际,国信证券,2025,0.91,元/股,2024-04-25,2024-04-25,,1,每股收益(元) -0.47 0.54 0.83 0.91 0.99
AP202404251631311788,600011.SH,华能国际,国信证券,2026,0.99,元/股,2024-04-25,2024-04-25,,1,每股收益(元) -0.47 0.54 0.83 0.91 0.99
AP202404261631365275,600584.SH,长电科技,国信证券,2024,1.20,元/股,2024-04-25,2024-04-26,,2,每股收益(元) 1.82 0.82 1.20 1.55 1.96
AP202404261631365275,600584.SH,长电科技,国信证券,2025,1.55,元/股,2024-04-25,2024-04-26,,2,每股收益(元) 1.82 0.82 1.20 1.55 1.96
AP202404261631365275,600584.SH,长电科技,国信证券,2026,1.96,元/股,2024-04-25,2024-04-26,,2,每股收益(元) 1.82 0.82 1.20 1.55 1.96
AP202404261631368974,600938.SH,中国海油,国信证券,2024,3.15,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 1.88 2.60 3.15 3.29 3.43
AP202404261631368974,600938.SH,中国海油,国信证券,2025,3.29,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 1.88 2.60 3.15 3.29 3.43
AP202404261631368974,600938.SH,中国海油,国信证券,2026,3.43,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 1.88 2.60 3.15 3.29 3.43
AP202404261631368986,600160.SH,巨化股份,国信证券,2024,0.74,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.88 0.35 0.74 0.95 1.16
AP202404261631368986,600160.SH,巨化股份,国信证券,2025,0.95,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.88 0.35 0.74 0.95 1.16
AP202404261631368986,600160.SH,巨化股份,国信证券,2026,1.16,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.88 0.35 0.74 0.95 1.16
AP202404261631370621,600919.SH,江苏银行,国信证券,2024,1.73,元/股,2024-04-26,2024-04-26,,1,摊薄每股收益(元) 1.38 1.57 1.73 1.93 2.21
AP202404261631370621,600919.SH,江苏银行,国信证券,2025,1.93,元/股,2024-04-26,2024-04-26,,1,摊薄每股收益(元) 1.38 1.57 1.73 1.93 2.21
AP202404261631370621,600919.SH,江苏银行,国信证券,2026,2.21,元/股,2024-04-26,2024-04-26,,1,摊薄每股收益(元) 1.38 1.57 1.73 1.93 2.21
AP202404261631370622,300418.SZ,昆仑万维,国信证券,2024,0.69,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.97 1.04 0.69 0.82 0.85
AP202404261631370622,300418.SZ,昆仑万维,国信证券,2025,0.82,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.97 1.04 0.69 0.82 0.85
AP202404261631370622,300418.SZ,昆仑万维,国信证券,2026,0.85,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.97 1.04 0.69 0.82 0.85
AP202404261631370623,003816.SZ,中国广核,国信证券,2024,0.24,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.20 0.21 0.24 0.26 0.29
AP202404261631370623,003816.SZ,中国广核,国信证券,2025,0.26,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.20 0.21 0.24 0.26 0.29
AP202404261631370623,003816.SZ,中国广核,国信证券,2026,0.29,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.20 0.21 0.24 0.26 0.29
AP202404261631374475,002271.SZ,东方雨虹,国信证券,2024,1.16,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.84 0.90 1.16 1.43 1.69
AP202404261631374475,002271.SZ,东方雨虹,国信证券,2025,1.43,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.84 0.90 1.16 1.43 1.69
AP202404261631374475,002271.SZ,东方雨虹,国信证券,2026,1.69,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.84 0.90 1.16 1.43 1.69
AP202404261631374476,002791.SZ,坚朗五金,国信证券,2024,1.56,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.20 1.01 1.56 2.04 2.46
AP202404261631374476,002791.SZ,坚朗五金,国信证券,2025,2.04,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.20 1.01 1.56 2.04 2.46
AP202404261631374476,002791.SZ,坚朗五金,国信证券,2026,2.46,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.20 1.01 1.56 2.04 2.46
AP202404261631374477,688111.SH,金山办公,国信证券,2024,3.70,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 2.42 2.85 3.70 4.80 6.15
AP202404261631374477,688111.SH,金山办公,国信证券,2025,4.80,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 2.42 2.85 3.70 4.80 6.15
AP202404261631374477,688111.SH,金山办公,国信证券,2026,6.15,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 2.42 2.85 3.70 4.80 6.15
AP202404261631374478,600582.SH,天地科技,国信证券,2024,0.64,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.47 0.57 0.64 0.71 0.77
AP202404261631374478,600582.SH,天地科技,国信证券,2025,0.71,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.47 0.57 0.64 0.71 0.77
AP202404261631374478,600582.SH,天地科技,国信证券,2026,0.77,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.47 0.57 0.64 0.71 0.77
AP202404261631375104,600989.SH,宝丰能源,国信证券,2024,1.13,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.86 0.77 1.13 1.89 1.92
AP202404261631375104,600989.SH,宝丰能源,国信证券,2025,1.89,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.86 0.77 1.13 1.89 1.92
AP202404261631375104,600989.SH,宝丰能源,国信证券,2026,1.92,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.86 0.77 1.13 1.89 1.92
AP202404261631386085,600066.SH,宇通客车,国信证券,2024,1.33,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.34 0.82 1.33 1.61 1.87
AP202404261631386085,600066.SH,宇通客车,国信证券,2025,1.61,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.34 0.82 1.33 1.61 1.87
AP202404261631386085,600066.SH,宇通客车,国信证券,2026,1.87,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.34 0.82 1.33 1.61 1.87
AP202404261631397876,001289.SZ,龙源电力,国信证券,2024,1.01,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.61 0.75 1.01 1.09 1.22
AP202404261631397876,001289.SZ,龙源电力,国信证券,2025,1.09,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.61 0.75 1.01 1.09 1.22
AP202404261631397876,001289.SZ,龙源电力,国信证券,2026,1.22,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.61 0.75 1.01 1.09 1.22
AP202404261631403208,300957.SZ,贝泰妮,国信证券,2024,2.40,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 2.48 1.79 2.40 2.79 3.13
AP202404261631403208,300957.SZ,贝泰妮,国信证券,2025,2.79,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 2.48 1.79 2.40 2.79 3.13
AP202404261631403208,300957.SZ,贝泰妮,国信证券,2026,3.13,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 2.48 1.79 2.40 2.79 3.13
AP202404261631403209,601825.SH,沪农商行,国信证券,2024,1.31,元/股,2024-04-26,2024-04-26,,1,摊薄每股收益(元) 1.14 1.26 1.31 1.40 1.50
AP202404261631403209,601825.SH,沪农商行,国信证券,2025,1.40,元/股,2024-04-26,2024-04-26,,1,摊薄每股收益(元) 1.14 1.26 1.31 1.40 1.50
AP202404261631403209,601825.SH,沪农商行,国信证券,2026,1.50,元/股,2024-04-26,2024-04-26,,1,摊薄每股收益(元) 1.14 1.26 1.31 1.40 1.50
AP202404261631414435,301165.SZ,锐捷网络,国信证券,2024,0.86,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.97 0.71 0.86 1.10 1.34
AP202404261631414435,301165.SZ,锐捷网络,国信证券,2025,1.10,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.97 0.71 0.86 1.10 1.34
AP202404261631414435,301165.SZ,锐捷网络,国信证券,2026,1.34,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.97 0.71 0.86 1.10 1.34
AP202404261631414444,002468.SZ,申通快递,国信证券,2024,0.53,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.19 0.22 0.53 0.80 1.02
AP202404261631414444,002468.SZ,申通快递,国信证券,2025,0.80,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.19 0.22 0.53 0.80 1.02
AP202404261631414444,002468.SZ,申通快递,国信证券,2026,1.02,元/股,2024-04-26,2024-04-26,,1,每股收益(元) 0.19 0.22 0.53 0.80 1.02
AP202404281631514114,601898.SH,中煤能源,国信证券,2024,1.62,元/股,2024-04-26,2024-04-28,,1,每股收益(元) 1.38 1.47 1.62 1.65 1.67
AP202404281631514114,601898.SH,中煤能源,国信证券,2025,1.65,元/股,2024-04-26,2024-04-28,,1,每股收益(元) 1.38 1.47 1.62 1.65 1.67
AP202404281631514114,601898.SH,中煤能源,国信证券,2026,1.67,元/股,2024-04-26,2024-04-28,,1,每股收益(元) 1.38 1.47 1.62 1.65 1.67
AP202404281631514462,601328.SH,交通银行,国信证券,2024,1.18,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 1.14 1.15 1.18 1.23 1.30
AP202404281631514462,601328.SH,交通银行,国信证券,2025,1.23,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 1.14 1.15 1.18 1.23 1.30
AP202404281631514462,601328.SH,交通银行,国信证券,2026,1.30,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 1.14 1.15 1.18 1.23 1.30
AP202404281631514464,002508.SZ,老板电器,国信证券,2024,2.01,元/股,2024-04-26,2024-04-28,,1,每股收益(元) 1.66 1.83 2.01 2.19 2.38
AP202404281631514464,002508.SZ,老板电器,国信证券,2025,2.19,元/股,2024-04-26,2024-04-28,,1,每股收益(元) 1.66 1.83 2.01 2.19 2.38
AP202404281631514464,002508.SZ,老板电器,国信证券,2026,2.38,元/股,2024-04-26,2024-04-28,,1,每股收益(元) 1.66 1.83 2.01 2.19 2.38
AP202404281631514466,601166.SH,兴业银行,国信证券,2024,3.72,元/股,2024-04-26,2024-04-28,,1,摊薄每股收益(元) 4.40 3.71 3.72 3.78 3.90
AP202404281631514466,601166.SH,兴业银行,国信证券,2025,3.78,元/股,2024-04-26,2024-04-28,,1,摊薄每股收益(元) 4.40 3.71 3.72 3.78 3.90
AP202404281631514466,601166.SH,兴业银行,国信证券,2026,3.90,元/股,2024-04-26,2024-04-28,,1,摊薄每股收益(元) 4.40 3.71 3.72 3.78 3.90
AP202404281631514467,601600.SH,中国铝业,国信证券,2024,0.50,元/股,2024-04-26,2024-04-28,,1,每股收益(元) 0.24 0.39 0.50 0.60 0.68
AP202404281631514467,601600.SH,中国铝业,国信证券,2025,0.60,元/股,2024-04-26,2024-04-28,,1,每股收益(元) 0.24 0.39 0.50 0.60 0.68
AP202404281631514467,601600.SH,中国铝业,国信证券,2026,0.68,元/股,2024-04-26,2024-04-28,,1,每股收益(元) 0.24 0.39 0.50 0.60 0.68
AP202404281631514470,601077.SH,渝农商行,国信证券,2024,1.02,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 0.89 0.94 1.02 1.12 1.24
AP202404281631514470,601077.SH,渝农商行,国信证券,2025,1.12,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 0.89 0.94 1.02 1.12 1.24
AP202404281631514470,601077.SH,渝农商行,国信证券,2026,1.24,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 0.89 0.94 1.02 1.12 1.24
AP202404281631514489,002797.SZ,第一创业,国信证券,2024,0.1,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 0.1 0.1 0.1 0.1 0.1
AP202404281631514489,002797.SZ,第一创业,国信证券,2025,0.1,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 0.1 0.1 0.1 0.1 0.1
AP202404281631514489,002797.SZ,第一创业,国信证券,2026,0.1,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 0.1 0.1 0.1 0.1 0.1
AP202404281631515375,601377.SH,兴业证券,国信证券,2024,0.31,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 0.35 0.23 0.31 0.33 0.39
AP202404281631515375,601377.SH,兴业证券,国信证券,2025,0.33,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 0.35 0.23 0.31 0.33 0.39
AP202404281631515375,601377.SH,兴业证券,国信证券,2026,0.39,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 0.35 0.23 0.31 0.33 0.39
AP202404281631515376,601628.SH,中国人寿,国信证券,2024,1.45,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 1.14 0.75 1.45 1.80 2.09
AP202404281631515376,601628.SH,中国人寿,国信证券,2025,1.80,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 1.14 0.75 1.45 1.80 2.09
AP202404281631515376,601628.SH,中国人寿,国信证券,2026,2.09,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 1.14 0.75 1.45 1.80 2.09
AP202404281631515377,601601.SH,中国太保,国信证券,2024,3.28,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 2.56 2.83 3.28 3.52 3.65
AP202404281631515377,601601.SH,中国太保,国信证券,2025,3.52,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 2.56 2.83 3.28 3.52 3.65
AP202404281631515377,601601.SH,中国太保,国信证券,2026,3.65,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 2.56 2.83 3.28 3.52 3.65
AP202404281631515378,600030.SH,中信证券,国信证券,2024,1.4,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 1.4 1.3 1.4 1.6 1.7
AP202404281631515378,600030.SH,中信证券,国信证券,2025,1.6,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 1.4 1.3 1.4 1.6 1.7
AP202404281631515378,600030.SH,中信证券,国信证券,2026,1.7,元/股,2024-04-27,2024-04-28,,1,摊薄每股收益(元) 1.4 1.3 1.4 1.6 1.7
AP202404281631516733,300979.SZ,华利集团,国信证券,2024,3.29,元/股,2024-04-26,2024-04-28,,1,每股收益(元) 2.77 2.74 3.29 3.82 4.34
AP202404281631516733,300979.SZ,华利集团,国信证券,2025,3.82,元/股,2024-04-26,2024-04-28,,1,每股收益(元) 2.77 2.74 3.29 3.82 4.34
AP202404281631516733,300979.SZ,华利集团,国信证券,2026,4.34,元/股,2024-04-26,2024-04-28,,1,每股收益(元) 2.77 2.74 3.29 3.82 4.34
AP202404281631516763,600660.SH,福耀玻璃,国信证券,2024,2.50,元/股,2024-04-26,2024-04-28,,1,每股收益(元) 1.82 2.16 2.50 2.89 3.37
AP202404281631516763,600660.SH,福耀玻璃,国信证券,2025,2.89,元/股,2024-04-26,2024-04-28,,1,每股收益(元) 1.82 2.16 2.50 2.89 3.37
AP202404281631516763,600660.SH,福耀玻璃,国信证券,2026,3.37,元/股,2024-04-26,2024-04-28,,1,每股收益(元) 1.82 2.16 2.50 2.89 3.37
AP202404281631521992,600522.SH,中天科技,国信证券,2024,1.16,元/股,2024-04-28,2024-04-28,,1,每股收益(元) 0.94 0.91 1.16 1.37 1.55
AP202404281631521992,600522.SH,中天科技,国信证券,2025,1.37,元/股,2024-04-28,2024-04-28,,1,每股收益(元) 0.94 0.91 1.16 1.37 1.55
AP202404281631521992,600522.SH,中天科技,国信证券,2026,1.55,元/股,2024-04-28,2024-04-28,,1,每股收益(元) 0.94 0.91 1.16 1.37 1.55
AP202404281631522259,600256.SH,广汇能源,国信证券,2024,0.84,元/股,2024-04-28,2024-04-28,,1,每股收益(元) 1.73 0.79 0.84 1.06 1.22
AP202404281631522259,600256.SH,广汇能源,国信证券,2025,1.06,元/股,2024-04-28,2024-04-28,,1,每股收益(元) 1.73 0.79 0.84 1.06 1.22
AP202404281631522259,600256.SH,广汇能源,国信证券,2026,1.22,元/股,2024-04-28,2024-04-28,,1,每股收益(元) 1.73 0.79 0.84 1.06 1.22
AP202404281631545735,600233.SH,圆通速递,国信证券,2024,1.27,元/股,2024-04-28,2024-04-28,,1,每股收益(元) 1.24 1.08 1.27 1.50 1.74
AP202404281631545735,600233.SH,圆通速递,国信证券,2025,1.50,元/股,2024-04-28,2024-04-28,,1,每股收益(元) 1.24 1.08 1.27 1.50 1.74
AP202404281631545735,600233.SH,圆通速递,国信证券,2026,1.74,元/股,2024-04-28,2024-04-28,,1,每股收益(元) 1.24 1.08 1.27 1.50 1.74
AP202404281631545736,600026.SH,中远海能,国信证券,2024,1.29,元/股,2024-04-28,2024-04-28,,1,每股收益(元) 0.31 0.70 1.29 1.44 1.55
AP202404281631545736,600026.SH,中远海能,国信证券,2025,1.44,元/股,2024-04-28,2024-04-28,,1,每股收益(元) 0.31 0.70 1.29 1.44 1.55
AP202404281631545736,600026.SH,中远海能,国信证券,2026,1.55,元/股,2024-04-28,2024-04-28,,1,每股收益(元) 0.31 0.70 1.29 1.44 1.55
AP202404291631566250,002568.SZ,百润股份,国信证券,2024,0.83,元/股,2024-04-28,2024-04-29,,1,每股收益(元) 0.50 0.77 0.83 0.98 1.15
AP202404291631566250,002568.SZ,百润股份,国信证券,2025,0.98,元/股,2024-04-28,2024-04-29,,1,每股收益(元) 0.50 0.77 0.83 0.98 1.15
AP202404291631566250,002568.SZ,百润股份,国信证券,2026,1.15,元/股,2024-04-28,2024-04-29,,1,每股收益(元) 0.50 0.77 0.83 0.98 1.15
AP202404291631566256,300888.SZ,稳健医疗,国信证券,2024,1.35,元/股,2024-04-28,2024-04-29,,1,每股收益(元) 3.87 0.98 1.35 1.60 1.80
AP202404291631566256,300888.SZ,稳健医疗,国信证券,2025,1.60,元/股,2024-04-28,2024-04-29,,1,每股收益(元) 3.87 0.98 1.35 1.60 1.80
AP202404291631566256,300888.SZ,稳健医疗,国信证券,2026,1.80,元/股,2024-04-28,2024-04-29,,1,每股收益(元) 3.87 0.98 1.35 1.60 1.80
AP202404291631566357,601799.SH,星宇股份,国信证券,2024,5.43,元/股,2024-04-28,2024-04-29,,1,每股收益(元) 3.30 3.86 5.43 7.20 9.34
AP202404291631566357,601799.SH,星宇股份,国信证券,2025,7.20,元/股,2024-04-28,2024-04-29,,1,每股收益(元) 3.30 3.86 5.43 7.20 9.34
AP202404291631566357,601799.SH,星宇股份,国信证券,2026,9.34,元/股,2024-04-28,2024-04-29,,1,每股收益(元) 3.30 3.86 5.43 7.20 9.34
AP202404291631566400,300866.SZ,安克创新,国信证券,2024,4.88,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 2.81 3.97 4.88 5.86 6.71
AP202404291631566400,300866.SZ,安克创新,国信证券,2025,5.86,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 2.81 3.97 4.88 5.86 6.71
AP202404291631566400,300866.SZ,安克创新,国信证券,2026,6.71,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 2.81 3.97 4.88 5.86 6.71
AP202404291631566590,000895.SZ,双汇发展,国信证券,2024,1.73,元/股,2024-04-28,2024-04-29,,1,每股收益(元) 1.62 1.46 1.73 1.82 1.91
AP202404291631566590,000895.SZ,双汇发展,国信证券,2025,1.82,元/股,2024-04-28,2024-04-29,,1,每股收益(元) 1.62 1.46 1.73 1.82 1.91
AP202404291631566590,000895.SZ,双汇发展,国信证券,2026,1.91,元/股,2024-04-28,2024-04-29,,1,每股收益(元) 1.62 1.46 1.73 1.82 1.91
AP202404291631566592,000063.SZ,中兴通讯,国信证券,2024,2.16,元/股,2024-04-28,2024-04-29,,1,每股收益(元) 1.71 1.95 2.16 2.30 2.40
AP202404291631566592,000063.SZ,中兴通讯,国信证券,2025,2.30,元/股,2024-04-28,2024-04-29,,1,每股收益(元) 1.71 1.95 2.16 2.30 2.40
AP202404291631566592,000063.SZ,中兴通讯,国信证券,2026,2.40,元/股,2024-04-28,2024-04-29,,1,每股收益(元) 1.71 1.95 2.16 2.30 2.40
AP202404291631566948,600809.SH,山西汾酒,国信证券,2024,10.76,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 6.64 8.56 10.76 13.17 15.54
AP202404291631566948,600809.SH,山西汾酒,国信证券,2025,13.17,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 6.64 8.56 10.76 13.17 15.54
AP202404291631566948,600809.SH,山西汾酒,国信证券,2026,15.54,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 6.64 8.56 10.76 13.17 15.54
AP202404291631573360,002299.SZ,圣农发展,国信证券,2024,0.62,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 0.33 0.53 0.62 0.99 0.77
AP202404291631573360,002299.SZ,圣农发展,国信证券,2025,0.99,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 0.33 0.53 0.62 0.99 0.77
AP202404291631573360,002299.SZ,圣农发展,国信证券,2026,0.77,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 0.33 0.53 0.62 0.99 0.77
AP202404291631576173,688187.SH,时代电气,国信证券,2024,2.52,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 1.80 2.19 2.52 2.91 3.32
AP202404291631576173,688187.SH,时代电气,国信证券,2025,2.91,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 1.80 2.19 2.52 2.91 3.32
AP202404291631576173,688187.SH,时代电气,国信证券,2026,3.32,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 1.80 2.19 2.52 2.91 3.32
AP202404291631576174,601088.SH,中国神华,国信证券,2024,3.03,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 3.50 3.00 3.03 3.07 3.10
AP202404291631576174,601088.SH,中国神华,国信证券,2025,3.07,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 3.50 3.00 3.03 3.07 3.10
AP202404291631576174,601088.SH,中国神华,国信证券,2026,3.10,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 3.50 3.00 3.03 3.07 3.10
AP202404291631587674,301308.SZ,江波龙,国信证券,2024,3.69,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 0.18 -2.01 3.69 2.85 2.53
AP202404291631587674,301308.SZ,江波龙,国信证券,2025,2.85,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 0.18 -2.01 3.69 2.85 2.53
AP202404291631587674,301308.SZ,江波龙,国信证券,2026,2.53,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 0.18 -2.01 3.69 2.85 2.53
AP202404291631616102,601118.SH,海南橡胶,国信证券,2023,0.05,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 0.04 0.02 0.05 0.03 0.04
AP202404291631616102,601118.SH,海南橡胶,国信证券,2024,0.03,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 0.04 0.02 0.05 0.03 0.04
AP202404291631616102,601118.SH,海南橡胶,国信证券,2025,0.04,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 0.04 0.02 0.05 0.03 0.04
AP202404291631616110,002714.SZ,牧原股份,国信证券,2024,2.79,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 2.42 -0.78 2.79 4.61 4.18
AP202404291631616110,002714.SZ,牧原股份,国信证券,2025,4.61,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 2.42 -0.78 2.79 4.61 4.18
AP202404291631616110,002714.SZ,牧原股份,国信证券,2026,4.18,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 2.42 -0.78 2.79 4.61 4.18
AP202404291631644469,603899.SH,晨光股份,国信证券,2024,1.96,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 1.38 1.65 1.96 2.32 2.69
AP202404291631644469,603899.SH,晨光股份,国信证券,2025,2.32,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 1.38 1.65 1.96 2.32 2.69
AP202404291631644469,603899.SH,晨光股份,国信证券,2026,2.69,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 1.38 1.65 1.96 2.32 2.69
AP202404291631644470,603195.SH,公牛集团,国信证券,2024,5.02,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 5.30 4.34 5.02 5.78 6.67
AP202404291631644470,603195.SH,公牛集团,国信证券,2025,5.78,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 5.30 4.34 5.02 5.78 6.67
AP202404291631644470,603195.SH,公牛集团,国信证券,2026,6.67,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 5.30 4.34 5.02 5.78 6.67
AP202404291631644509,000883.SZ,湖北能源,国信证券,2024,0.43,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 0.18 0.27 0.43 0.48 0.55
AP202404291631644509,000883.SZ,湖北能源,国信证券,2025,0.48,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 0.18 0.27 0.43 0.48 0.55
AP202404291631644509,000883.SZ,湖北能源,国信证券,2026,0.55,元/股,2024-04-29,2024-04-29,,1,每股收益(元) 0.18 0.27 0.43 0.48 0.55
