period,cost,left,right,fit_origin,window_start,window_end,days,end_censored,accepted_feature,primary_policy,no_factor_policy,left_window_return,right_window_return,window_return_gap,annual_arithmetic_contribution,left_start_shares,right_start_shares
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2018-06-01T00:00:00,2018-06-04,2018-07-06,24,False,False,PASSIVE,PASSIVE,-0.06089566651682943,-0.06089419060837897,-1.4759084504545328e-06,-3.043471761083979e-07,36900,37900
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2018-07-02T00:00:00,2018-07-09,2018-08-03,20,False,False,PASSIVE,PASSIVE,-0.0033314741026498895,-0.0033280141979610267,-3.4599046888628138e-06,-5.653674861428707e-07,36900,37900
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2018-08-01T00:00:00,2018-08-06,2018-09-07,25,False,False,PASSIVE,PASSIVE,-0.0032166405713309754,-0.003214361635130669,-2.2789362003061697e-06,-3.1525548501371914e-07,30300,31100
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2018-09-03T00:00:00,2018-09-10,2018-10-12,19,False,True,LOW_Q75,PASSIVE,0.01881125860086974,-0.01045443227208831,0.02926569087295805,0.005664664580612774,30300,31100
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2018-10-08T00:00:00,2018-10-15,2018-11-02,15,False,False,PASSIVE,PASSIVE,0.01176129147626681,0.012882273182501791,-0.0011209817062349803,-0.0002180723095637123,0,31100
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2018-11-01T00:00:00,2018-11-05,2018-12-07,25,False,True,LOW_Q75,PASSIVE,0.019521989873301004,-0.01919158321264769,0.038713573085948694,0.007661635179867213,21800,21700
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2018-12-03T00:00:00,2018-12-10,2019-01-04,18,False,False,PASSIVE,PASSIVE,-0.01768599487847855,-0.02392470674279068,0.00623871186431213,0.0012609334350526281,0,37000
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2019-01-02T00:00:00,2019-01-07,2019-02-01,20,False,False,CASH,CASH,0.0018820962621719506,0.001696309148542019,0.0001857871136299316,3.6883085724728015e-05,43000,37000
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2019-02-01T00:00:00,2019-02-11,2019-03-01,15,False,False,CASH,CASH,0.0,0.0,0.0,0.0,0,0
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2019-03-01T00:00:00,2019-03-04,2019-04-12,29,False,False,PASSIVE,PASSIVE,0.017749946210971368,0.01782067219106187,-7.072598009050246e-05,-1.4363665162440769e-05,0,0
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2019-04-01T00:00:00,2019-04-15,2019-05-10,17,False,False,PASSIVE,PASSIVE,-0.022128775303940418,-0.022215405250171738,8.662994623132025e-05,1.6968345591422708e-05,19200,18400
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2019-05-06T00:00:00,2019-05-13,2019-06-14,24,False,False,PASSIVE,PASSIVE,-0.004318614369124951,-0.004335905042252786,1.729067312783439e-05,3.167352996431721e-06,19200,18400
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2019-06-03T00:00:00,2019-06-17,2019-07-05,15,False,False,PASSIVE,PASSIVE,0.037342736293975776,0.037339109935800696,3.6263581750795026e-06,7.050536354211309e-07,19200,18400
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2019-07-01T00:00:00,2019-07-08,2019-08-02,20,False,False,PASSIVE,PASSIVE,-0.019079163709713298,-0.0190763671880958,-2.7965216174985486e-06,-5.513703044781186e-07,32900,31400
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2019-08-01T00:00:00,2019-08-05,2019-09-06,25,False,False,PASSIVE,PASSIVE,0.03848712558956535,0.03847987608198267,7.249507582685055e-06,1.4256417190385669e-06,39400,37600
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2019-09-02T00:00:00,2019-09-09,2019-10-11,19,False,False,PASSIVE,PASSIVE,-0.006946962955905245,-0.006943873561709557,-3.089394195687767e-06,-4.956305497457697e-07,39400,37600
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2019-10-08T00:00:00,2019-10-14,2019-11-01,15,False,False,CASH,CASH,0.002901800481746708,0.002897242180690096,4.558301056611924e-06,9.049293319935075e-07,46800,44600
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2019-11-01T00:00:00,2019-11-04,2019-12-06,25,False,False,PASSIVE,PASSIVE,-0.013452224705837512,-0.013450230745729819,-1.993960107693482e-06,-3.432297706833349e-07,0,0
early,STRESS,CONFIRMED_STUMP,NO_FACTOR_LEARNER,2019-12-02T00:00:00,2019-12-09,2019-12-31,17,True,False,PASSIVE,PASSIVE,0.04545133139701529,0.04543017492898649,2.1156468028804554e-05,4.1095264574085426e-06,54400,51900
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2014-12-31T00:00:00,2015-01-05,2015-01-09,5,False,False,PASSIVE,PASSIVE,-0.0034203648000002973,-0.0034203648000002973,0.0,0.0,0,0
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2015-01-05T00:00:00,2015-01-12,2015-02-06,20,False,False,PASSIVE,PASSIVE,-0.011282537594442532,-0.011282537594442532,0.0,0.0,12800,12800
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2015-02-02T00:00:00,2015-02-09,2015-03-06,15,False,False,PASSIVE,PASSIVE,0.0019353357675191418,0.0019353357675191418,0.0,0.0,11400,11400
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2015-03-02T00:00:00,2015-03-09,2015-04-03,20,False,False,PASSIVE,PASSIVE,0.08504140351034639,0.08504140351034639,0.0,0.0,24300,24300
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2015-04-01T00:00:00,2015-04-07,2015-05-08,23,False,False,PASSIVE,PASSIVE,0.04185356222158476,0.04185356222158476,0.0,0.0,24300,24300
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2015-05-04T00:00:00,2015-05-11,2015-06-05,20,False,False,PASSIVE,PASSIVE,0.04262404982624757,0.04262404982624757,0.0,0.0,24300,24300
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2015-06-01T00:00:00,2015-06-08,2015-07-03,19,False,False,PASSIVE,PASSIVE,-0.06605348621283424,-0.06605348621283424,0.0,0.0,12200,12200
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2015-07-01T00:00:00,2015-07-06,2015-08-07,25,False,False,PASSIVE,PASSIVE,0.007338078880558374,0.007338078880558374,0.0,0.0,12200,12200
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2015-08-03T00:00:00,2015-08-10,2015-09-11,23,False,False,PASSIVE,PASSIVE,-0.01548345263393569,-0.01548345263393569,0.0,0.0,6000,6000
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2015-09-01T00:00:00,2015-09-14,2015-10-09,15,False,False,PASSIVE,PASSIVE,0.00512958163322863,0.00512958163322863,0.0,0.0,6000,6000
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2015-10-08T00:00:00,2015-10-12,2015-11-06,20,False,False,PASSIVE,PASSIVE,0.04309498946270285,0.04309498946270285,0.0,0.0,15300,15300
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2015-11-02T00:00:00,2015-11-09,2015-12-04,20,False,False,PASSIVE,PASSIVE,-0.01251703368590884,-0.01251703368590884,0.0,0.0,22100,22100
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2015-12-01T00:00:00,2015-12-07,2016-01-08,24,False,False,PASSIVE,PASSIVE,-0.03178826836640214,-0.03178826836640214,0.0,0.0,22100,22100
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2016-01-04T00:00:00,2016-01-11,2016-02-05,20,False,False,PASSIVE,PASSIVE,-0.041628034616084886,-0.041628034616084886,0.0,0.0,22100,22100
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2016-02-01T00:00:00,2016-02-15,2016-03-04,15,False,False,PASSIVE,PASSIVE,0.013767247088169565,0.013767247088169565,0.0,0.0,22100,22100
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2016-03-01T00:00:00,2016-03-07,2016-04-01,20,False,False,PASSIVE,PASSIVE,0.014738292673369902,0.014738292673369902,0.0,0.0,22100,22100
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2016-04-01T00:00:00,2016-04-05,2016-05-06,23,False,False,PASSIVE,PASSIVE,-0.01719122506752535,-0.01719122506752535,0.0,0.0,22100,22100
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2016-05-03T00:00:00,2016-05-09,2016-06-03,20,False,False,PASSIVE,PASSIVE,0.013457179758912474,0.013457179758912474,0.0,0.0,53500,53500
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2016-06-01T00:00:00,2016-06-06,2016-07-01,18,False,False,PASSIVE,PASSIVE,-0.00940326240869327,-0.00940326240869327,0.0,0.0,43400,43400
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2016-07-01T00:00:00,2016-07-04,2016-08-05,25,False,False,PASSIVE,PASSIVE,0.017187630787536268,0.017187630787536268,0.0,0.0,35400,35400
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2016-08-01T00:00:00,2016-08-08,2016-09-02,20,False,False,PASSIVE,PASSIVE,0.02525217143464009,0.02525217143464009,0.0,0.0,45800,45800
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2016-09-01T00:00:00,2016-09-05,2016-10-14,23,False,False,PASSIVE,PASSIVE,0.0012195345147267833,0.0012195345147267833,0.0,0.0,42400,42400
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2016-10-10T00:00:00,2016-10-17,2016-11-04,15,False,False,PASSIVE,PASSIVE,0.010276033560566056,0.010276033560566056,0.0,0.0,55200,55200
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2016-11-01T00:00:00,2016-11-07,2016-12-02,20,False,False,PASSIVE,PASSIVE,0.0519607558692754,0.0519607558692754,0.0,0.0,63300,63300
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2016-12-01T00:00:00,2016-12-05,2017-01-06,24,False,False,PASSIVE,PASSIVE,-0.04456413417890204,-0.04456413417890204,0.0,0.0,63300,63300
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2017-01-03T00:00:00,2017-01-09,2017-02-03,15,False,False,PASSIVE,PASSIVE,0.006711761717745457,0.006711761717745457,0.0,0.0,48800,48800
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2017-02-03T00:00:00,2017-02-06,2017-03-03,20,False,False,PASSIVE,PASSIVE,0.0166421831260668,0.0166421831260668,0.0,0.0,65500,65500
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2017-03-01T00:00:00,2017-03-06,2017-04-07,23,False,True,LOW_Q50,PASSIVE,0.025846981059633345,0.025846981059633345,0.0,0.0,65500,65500
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2017-04-05T00:00:00,2017-04-10,2017-05-05,19,False,False,PASSIVE,PASSIVE,-0.03919338431948405,-0.03919338431948405,0.0,0.0,65500,65500
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2017-05-02T00:00:00,2017-05-08,2017-06-02,18,False,True,LOW_Q50,PASSIVE,0.033216479180111946,0.033216479180111946,0.0,0.0,65500,65500
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2017-06-01T00:00:00,2017-06-05,2017-07-07,25,False,False,CASH,CASH,-0.004339950272399418,0.052310350448512954,-0.05665030072091237,-0.011101954066444727,65500,65500
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2017-07-03T00:00:00,2017-07-10,2017-08-04,20,False,False,PASSIVE,PASSIVE,0.01867177726743452,0.017680180598018902,0.0009915966694156175,0.00020115201094067872,0,54700
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2017-08-01T00:00:00,2017-08-07,2017-09-01,20,False,False,PASSIVE,PASSIVE,0.029613089867952302,0.02858851791295902,0.0010245719549932808,0.0001967015278299168,47900,54700
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2017-09-01T00:00:00,2017-09-04,2017-10-13,25,False,False,PASSIVE,PASSIVE,0.02528411151500909,0.025183665060874993,0.00010044645413409548,2.012847380474704e-05,56000,54700
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2017-10-09T00:00:00,2017-10-16,2017-11-03,15,False,False,PASSIVE,PASSIVE,0.01402905948757005,0.014027200655063687,1.858832506362873e-06,3.7006513312559704e-07,62300,65700
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2017-11-01T00:00:00,2017-11-06,2017-12-01,20,False,False,PASSIVE,PASSIVE,0.010296107787606479,0.010272646391821683,2.3461395784796224e-05,4.610786261724224e-06,62300,65700
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2017-12-01T00:00:00,2017-12-04,2018-01-05,24,False,False,PASSIVE,PASSIVE,0.019849353030195527,0.01988449600842901,-3.5142978233482225e-05,-7.1258795906351245e-06,38900,41100
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2018-01-02T00:00:00,2018-01-08,2018-02-02,20,False,False,PASSIVE,PASSIVE,0.019640308144768914,0.019664820317695453,-2.451217292653851e-05,-4.73773334489077e-06,38900,41100
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2018-02-01T00:00:00,2018-02-05,2018-03-02,15,False,True,LOW_Q75,PASSIVE,-0.06620836723647039,-0.0661130946846149,-9.527255185548533e-05,-2.0249052215529123e-05,58800,62000
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2018-03-01T00:00:00,2018-03-05,2018-04-13,28,False,False,PASSIVE,PASSIVE,-0.025465869886618475,-0.025396317959791692,-6.955192682678302e-05,-1.3893948141471074e-05,27500,29100
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2018-04-02T00:00:00,2018-04-16,2018-05-04,13,False,False,PASSIVE,PASSIVE,-0.014934344511833175,-0.014903736214576857,-3.0608297256318195e-05,-5.888071108602887e-06,37900,39900
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2018-05-02T00:00:00,2018-05-07,2018-06-01,20,False,False,PASSIVE,PASSIVE,0.001117108670829925,0.0011147844908514504,2.324179978474561e-06,7.747905048811644e-07,37900,39900
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2018-06-01T00:00:00,2018-06-04,2018-07-06,24,False,False,PASSIVE,PASSIVE,-0.06089419060837897,-0.0607676393930866,-0.0001265512152923698,-2.609505871114621e-05,37900,39900
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2018-07-02T00:00:00,2018-07-09,2018-08-03,20,False,False,PASSIVE,PASSIVE,-0.0033280141979610267,-0.0033295513542577204,1.5371562966937091e-06,3.8916286747259515e-07,37900,39900
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2018-08-01T00:00:00,2018-08-06,2018-09-07,25,False,False,PASSIVE,PASSIVE,-0.003214361635130669,-0.0032130179953653304,-1.3436397653388e-06,-1.8591695322660024e-07,31100,32800
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2018-09-03T00:00:00,2018-09-10,2018-10-12,19,False,True,LOW_Q75,PASSIVE,-0.01045443227208831,-0.010405977998630855,-4.8454273457454455e-05,-9.741922378498381e-06,31100,32800
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2018-10-08T00:00:00,2018-10-15,2018-11-02,15,False,False,PASSIVE,PASSIVE,0.012882273182501791,0.012883958986853239,-1.6858043514478283e-06,-3.5337550194547675e-07,31100,32800
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2018-11-01T00:00:00,2018-11-05,2018-12-07,25,False,True,LOW_Q75,PASSIVE,-0.01919158321264769,-0.019175032614079268,-1.6550598568421115e-05,-3.3345252091379993e-06,21700,22900
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2018-12-03T00:00:00,2018-12-10,2019-01-04,18,False,False,PASSIVE,PASSIVE,-0.02392470674279068,-0.02389926646883256,-2.544027395812165e-05,-5.042405699708212e-06,37000,39000
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-01-02T00:00:00,2019-01-07,2019-02-01,20,False,False,CASH,CASH,0.001696309148542019,0.04003358593984707,-0.03833727679130505,-0.0075079593196299066,37000,39000
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-02-01T00:00:00,2019-02-11,2019-03-01,15,False,False,CASH,CASH,0.0,0.09410289870842181,-0.09410289870842181,-0.018188778260333247,0,46800
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-03-01T00:00:00,2019-03-04,2019-04-12,29,False,False,PASSIVE,PASSIVE,0.01782067219106187,0.02319191994352776,-0.005371247752465891,-0.0010468029284144292,0,43100
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-04-01T00:00:00,2019-04-15,2019-05-10,17,False,False,PASSIVE,PASSIVE,-0.022215405250171738,-0.022042840088079885,-0.00017256516209185335,-3.380154209875247e-05,18400,22000
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-05-06T00:00:00,2019-05-13,2019-06-14,24,False,False,PASSIVE,PASSIVE,-0.004335905042252786,-0.004301465385405878,-3.443965684690742e-05,-6.309816217715041e-06,18400,22000
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-06-03T00:00:00,2019-06-17,2019-07-05,15,False,False,PASSIVE,PASSIVE,0.037339109935800696,0.0373934374996554,-5.432756385470583e-05,-1.0570294823219854e-05,18400,22000
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-07-01T00:00:00,2019-07-08,2019-08-02,20,False,False,PASSIVE,PASSIVE,-0.0190763671880958,-0.019081878306492994,5.5111183971945366e-06,1.0722609690242252e-06,31400,37900
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-08-01T00:00:00,2019-08-05,2019-09-06,25,False,False,PASSIVE,PASSIVE,0.03847987608198267,0.03846276557213857,1.7110509844098232e-05,3.3648518313524737e-06,37600,45300
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-09-02T00:00:00,2019-09-09,2019-10-11,19,False,False,PASSIVE,PASSIVE,-0.006943873561709557,-0.006942529758605653,-1.3438031039036957e-06,-3.035654432452871e-07,37600,45300
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-10-08T00:00:00,2019-10-14,2019-11-01,15,False,False,CASH,CASH,0.002897242180690096,0.010456502839440773,-0.007559260658750677,-0.0015551412447326691,44600,53800
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-11-01T00:00:00,2019-11-04,2019-12-06,25,False,False,PASSIVE,PASSIVE,-0.013450230745729819,-0.01257827996331018,-0.0008719507824196393,-0.0001757298505095801,0,61200
early,STRESS,NO_FACTOR_LEARNER,FIXED_WEEKLY_VOL10,2019-12-02T00:00:00,2019-12-09,2019-12-31,17,True,False,PASSIVE,PASSIVE,0.04543017492898649,0.04544274964375039,-1.257471476390215e-05,-2.442573423232835e-06,51900,63100
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2014-12-31T00:00:00,2015-01-05,2015-01-09,5,False,False,PASSIVE,PASSIVE,-0.0034203648000002973,-0.0034203648000002973,0.0,0.0,0,0
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-01-05T00:00:00,2015-01-12,2015-02-06,20,False,False,PASSIVE,PASSIVE,-0.011282537594442532,-0.011282537594442532,0.0,0.0,12800,12800
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-02-02T00:00:00,2015-02-09,2015-03-06,15,False,False,PASSIVE,PASSIVE,0.0019353357675191418,0.0019353357675191418,0.0,0.0,11400,11400
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-03-02T00:00:00,2015-03-09,2015-04-03,20,False,False,PASSIVE,PASSIVE,0.08504140351034639,0.08504140351034639,0.0,0.0,24300,24300
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-04-01T00:00:00,2015-04-07,2015-05-08,23,False,False,PASSIVE,PASSIVE,0.04185356222158476,0.04185356222158476,0.0,0.0,24300,24300
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-05-04T00:00:00,2015-05-11,2015-06-05,20,False,False,PASSIVE,PASSIVE,0.04262404982624757,0.04262404982624757,0.0,0.0,24300,24300
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-06-01T00:00:00,2015-06-08,2015-07-03,19,False,False,PASSIVE,PASSIVE,-0.06605348621283424,-0.06605348621283424,0.0,0.0,12200,12200
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-07-01T00:00:00,2015-07-06,2015-08-07,25,False,False,PASSIVE,PASSIVE,0.007338078880558374,0.007338078880558374,0.0,0.0,12200,12200
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-08-03T00:00:00,2015-08-10,2015-09-11,23,False,False,PASSIVE,PASSIVE,-0.01548345263393569,-0.01548345263393569,0.0,0.0,6000,6000
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-09-01T00:00:00,2015-09-14,2015-10-09,15,False,False,PASSIVE,PASSIVE,0.00512958163322863,0.00512958163322863,0.0,0.0,6000,6000
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-10-08T00:00:00,2015-10-12,2015-11-06,20,False,False,PASSIVE,PASSIVE,0.04309498946270285,0.04309498946270285,0.0,0.0,15300,15300
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-11-02T00:00:00,2015-11-09,2015-12-04,20,False,False,PASSIVE,PASSIVE,-0.01251703368590884,-0.01251703368590884,0.0,0.0,22100,22100
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2015-12-01T00:00:00,2015-12-07,2016-01-08,24,False,False,PASSIVE,PASSIVE,-0.03178826836640214,-0.03178826836640214,0.0,0.0,22100,22100
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-01-04T00:00:00,2016-01-11,2016-02-05,20,False,False,PASSIVE,PASSIVE,-0.041628034616084886,-0.041628034616084886,0.0,0.0,22100,22100
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-02-01T00:00:00,2016-02-15,2016-03-04,15,False,False,PASSIVE,PASSIVE,0.013767247088169565,0.013767247088169565,0.0,0.0,22100,22100
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-03-01T00:00:00,2016-03-07,2016-04-01,20,False,False,PASSIVE,PASSIVE,0.014738292673369902,0.014738292673369902,0.0,0.0,22100,22100
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-04-01T00:00:00,2016-04-05,2016-05-06,23,False,False,PASSIVE,PASSIVE,-0.01719122506752535,-0.01719122506752535,0.0,0.0,22100,22100
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-05-03T00:00:00,2016-05-09,2016-06-03,20,False,False,PASSIVE,PASSIVE,0.013457179758912474,0.013457179758912474,0.0,0.0,53500,53500
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-06-01T00:00:00,2016-06-06,2016-07-01,18,False,False,PASSIVE,PASSIVE,-0.00940326240869327,-0.00940326240869327,0.0,0.0,43400,43400
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-07-01T00:00:00,2016-07-04,2016-08-05,25,False,False,PASSIVE,PASSIVE,0.017187630787536268,0.017187630787536268,0.0,0.0,35400,35400
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-08-01T00:00:00,2016-08-08,2016-09-02,20,False,False,PASSIVE,PASSIVE,0.02525217143464009,0.02525217143464009,0.0,0.0,45800,45800
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-09-01T00:00:00,2016-09-05,2016-10-14,23,False,False,PASSIVE,PASSIVE,0.0012195345147267833,0.0012195345147267833,0.0,0.0,42400,42400
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-10-10T00:00:00,2016-10-17,2016-11-04,15,False,False,PASSIVE,PASSIVE,0.010276033560566056,0.010276033560566056,0.0,0.0,55200,55200
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-11-01T00:00:00,2016-11-07,2016-12-02,20,False,False,PASSIVE,PASSIVE,0.0519607558692754,0.0519607558692754,0.0,0.0,63300,63300
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2016-12-01T00:00:00,2016-12-05,2017-01-06,24,False,False,PASSIVE,PASSIVE,-0.04456413417890204,-0.04456413417890204,0.0,0.0,63300,63300
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2017-01-03T00:00:00,2017-01-09,2017-02-03,15,False,False,PASSIVE,PASSIVE,0.006711761717745457,0.006711761717745457,0.0,0.0,48800,48800
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2017-02-03T00:00:00,2017-02-06,2017-03-03,20,False,False,PASSIVE,PASSIVE,0.0166421831260668,0.0166421831260668,0.0,0.0,65500,65500
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2017-03-01T00:00:00,2017-03-06,2017-04-07,23,False,True,LOW_Q50,PASSIVE,0.01302115642790369,0.025846981059633345,-0.012825824631729654,-0.002548537944102809,65500,65500
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2017-04-05T00:00:00,2017-04-10,2017-05-05,19,False,False,PASSIVE,PASSIVE,-0.03822144605029787,-0.03919338431948405,0.0009719382691861789,0.00019762274251755748,65700,65500
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2017-05-02T00:00:00,2017-05-08,2017-06-02,18,False,True,LOW_Q50,PASSIVE,0.007000243147039065,0.033216479180111946,-0.02621623603307288,-0.005147318849087249,65800,65500
early,STRESS,CONFIRMED_STUMP,FIXED_WEEKLY_VOL10,2017-06-01T00:00:00,2017-06-05,2017-07-07,25,False,False,CASH,CASH,0.0,0.052310350448512954,-0.052310350448512954,-0.01024037247011933,0,65500
